flight_number,name,date,rocket_id,success,details,crew_count,payload_count,launchpad,upcoming,year,month,day_of_week,rocket_name,success_status,has_crew
74,Iridium NEXT Mission 8,2019-01-11 15:31:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's first flight of 2019 will be the eighth and final launch of its planned Iridium flights. Delivering 10 satellites to low earth orbit, this brings the total up to 75 and completes the Iridium NEXT constellation. This mission launches from SLC-4E at Vandenberg AFB. The booster is expected to land on JRTI.",0,1,5e9e4502f509092b78566f87,False,2019,1,Friday,Falcon 9,Success,False
75,Nusantara Satu (PSN-6) / S5 / Beresheet,2019-02-22 01:45:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch this rideshare to GTO for Space Systems Loral (SSL). The primary payload for this mission is Nusantara Satu, a communications satellite built by SSL for the private Indonesian company PT Pasifik Satelit Nusantara (PSN). Spaceflight Industries' GTO-1 mission consists of two secondary payloads. One of those is Beresheet, the lunar lander built by the Israeli non-profit organization, SpaceIL. Beresheet will make its own way to the moon from GTO. The other secondary is Air Force Research Lab's (Space Situational Awareness) S5 mission, which hitches a ride to GEO aboard Nusantara Satu. This mission launches from SLC-40 at Cape Canaveral AFS. The booster is expected to land on OCISLY.",0,3,5e9e4501f509094ba4566f84,False,2019,2,Friday,Falcon 9,Success,False
76,CCtCap Demo Mission 1,2019-03-02 07:45:00+00:00,5e9d0d95eda69973a809d1ec,True,"Demonstration Mission 1 (DM-1) will launch Dragon 2 as part of NASA's Commercial Crew Transportation Capability program. This mission will demonstrate Dragon 2, and Falcon 9 in its configuration for crewed missions. DM-1 will launch from LC-39A at Kennedy Space Center, likely carrying some cargo to the International Space Station. The booster is expected to land on OCISLY.",0,1,5e9e4502f509094188566f88,False,2019,3,Saturday,Falcon 9,Success,False
77,ArabSat 6A,2019-04-11 22:35:00+00:00,5e9d0d95eda69974db09d1ed,True,"SpaceX will launch Arabsat 6A to a geostationary transfer orbit from SLC-39A, KSC. The satellite is a geostationary telecommunications satellite built by Lockheed Martin for the Saudi Arabian company Arabsat. This will be the first operational flight of Falcon Heavy, and also the first Block 5 Falcon Heavy. All three cores will be new Block 5 cores. The side cores are expected to land at LZ-1 and LZ-2, and the center core is expected to land on OCISLY.",0,1,5e9e4502f509094188566f88,False,2019,4,Thursday,Falcon Heavy,Success,False
78,CRS-17,2019-05-04 06:48:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 17th Commercial Resupply Services mission for NASA out of a total of 20 contracted flights, this mission brings essential supplies to the International Space Station using SpaceX's reusable Dragon 1 spacecraft. The external payloads for this mission include Orbital Carbon Observatory 3 and Space Test Program-Houston 6. The Falcon 9 launches from SLC-40 at Cape Canaveral AFS. The booster was expected to land at LZ-1, however, due to the ongoing investigation and clean-up following the Crew Dragon testing incident, it is likely to land on OCISLY instead.
    ",0,1,5e9e4501f509094ba4566f84,False,2019,5,Saturday,Falcon 9,Success,False
79,Starlink v0.9,2019-05-24 02:30:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch dozens of Starlink demonstration satellites from SLC-40, Cape Canaveral AFS. Starlink is a low Earth orbit broadband internet constellation developed and owned by SpaceX which will eventually consist of nearly 12 000 satellites and will provide low latency internet service to ground terminals around the world. Two prototype satellites, Microsats 2a and 2b, were launched from Vandenberg AFB in February 2018. The booster for this mission will land on OCISLY.",0,1,5e9e4501f509094ba4566f84,False,2019,5,Friday,Falcon 9,Success,False
80,RADARSAT Constellation,2019-06-12 14:17:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX is launching the three satellite RADARSAT Constellation Mission into Sun Synchronous orbit from SLC-4E, VAFB. The RCM spacecraft are synthetic aperture radar (SAR) Earth observation satellites built by the Canadian space company, MDA, for the Canadian Space Agency. This mission was delayed when the originally slated booster failed to land after CRS-16. The booster is expected to return to LZ-4.",0,1,5e9e4502f509092b78566f87,False,2019,6,Wednesday,Falcon 9,Success,False
81,STP-2,2019-06-25 03:30:00+00:00,5e9d0d95eda69974db09d1ed,True,"Space Test Program 2 is a rideshare managed by the U.S. Air Force Space and Missile Systems Center (SMC), launching from LC-39A, KSC. Most of the spacecraft will be delivered into low Earth orbit (LEO) in two deployment sequences separated by a second stage burn. These LEO payloads include the six Taiwan and United States owned COSMIC-2 microsatellites, the Planetary Society's LightSail-B demonstrator cubesat, and others. The third and final deployment will be the Air Force Research Lab's DSX spacecraft, which will be delivered to a medium Earth orbit (MEO). This mission will reuse the side cores from Arabsat 6A, which will return to LZ-1, and LZ-2. The new center core will boost back to land on OCISLY less than 40 km from the launch site.",0,16,5e9e4502f509094188566f88,False,2019,6,Tuesday,Falcon Heavy,Success,False
82,CRS-18,2019-07-25 22:01:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 18th Commercial Resupply Services mission out of a total of 20 such contracted flights for NASA, this launch will deliver essential supplies to the International Space Station using the reusable Dragon 1 cargo spacecraft. The external payload for this mission is International Docking Adapter 3, replacing IDA-1 lost in SpaceX's CRS-7 launch failure. This mission will launch from SLC-40 at Cape Canaveral AFS on a Falcon 9, and the first-stage booster is expected to land back at CCAFS LZ-1.",0,1,5e9e4501f509094ba4566f84,False,2019,7,Thursday,Falcon 9,Success,False
83,Amos-17,2019-08-06 22:52:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch Boeing built Amos-17, a geostationary communications satellite for Israeli company Spacecom. The satellite will be delivered to GTO from KSC LC-39A or possibly CCAFS SLC-40, and will replace the defunct Amos-5 at 17° E. Amos-17 carries multi-band high throughput and regional beams servicing Africa, Europe and the Middle East. The cost of this launch is covered for Spacecom by SpaceX credit following the Amos-6 incident. A recovery of the booster for this mission is not expected.",0,1,5e9e4501f509094ba4566f84,False,2019,8,Tuesday,Falcon 9,Success,False
84,Starlink-1,2019-11-11 14:56:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the first batch of Starlink version 1.0 satellites, from SLC-40, Cape Canaveral AFS. They are expected to contribute to the 550 km x 53° shell. It is the second Starlink launch overall. Starlink is a low Earth orbit broadband internet constellation developed and owned by SpaceX which will eventually consist of nearly 12 000 satellites and will provide low latency internet service to ground terminals around the world. The booster for this mission is expected to land on OCISLY.",0,1,5e9e4501f509094ba4566f84,False,2019,11,Monday,Falcon 9,Success,False
85,CRS-19,2019-12-05 17:29:23+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 19th Crew Resupply Mission on behalf of NASA with a total of 20 contracted flights, this mission brings essential supplies to the International Space Station using SpaceX's reusable Dragon spacecraft. The external payloads for this mission include the Hyperspectral Imager Suite and a lithium-ion battery. Falcon 9 and Dragon will launch from SLC-40, Cape Canaveral AFS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,5e9e4501f509094ba4566f84,False,2019,12,Thursday,Falcon 9,Success,False
86,JCSat 18 / Kacific 1,2019-12-17 00:10:00+00:00,5e9d0d95eda69973a809d1ec,True,SpaceX will launch the Boeing built dual payload satellite to geostationary transfer orbit from XXXX. JCSat 18 is a mobile broadband communications payload built for Sky Perfect JSAT Corporation of Japan and will service Asia Pacific. Kacific 1 is a high throughput broadband internet payload built for Kacific Broadband Satellites and will service certain high demand areas of Southeast Asia and the Pacific. Both payloads share a single chassis. The booster for this mission is expected to land on OCISLY.,0,1,5e9e4501f509094ba4566f84,False,2019,12,Tuesday,Falcon 9,Success,False
87,Starlink-2,2020-01-07 02:19:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the second batch of Starlink version 1.0 satellites, from SLC-40, Cape Canaveral AFS. They are expected to contribute to the 550 km x 53° shell. It is the third Starlink launch overall. Starlink is a low Earth orbit broadband internet constellation developed and owned by SpaceX which will eventually consist of nearly 12 000 satellites and will provide low latency internet service to ground terminals around the world. The booster for this mission is expected to land on OCISLY.",0,1,5e9e4501f509094ba4566f84,False,2020,1,Tuesday,Falcon 9,Success,False
88,Crew Dragon In Flight Abort Test,2020-01-19 14:00:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch a Crew Dragon capsule from LC-39A, KSC on a fully fueled Falcon 9 rocket and then trigger the launch escape system during the period of maximum dynamic pressure. As part of NASA'a Commercial Crew Integrated Capability program (CCiCap) this test will contribute valuable data to help validate Crew Dragon and its launch abort system. The Crew Dragon will be recovered by GO Searcher after splashdown in the Atlantic Ocean. This flight does not go to orbit. The booster and upper stage are expected to break up following capsule separation and there will be no landing attempt.",0,1,5e9e4502f509094188566f88,False,2020,1,Sunday,Falcon 9,Success,False
89,Starlink-3,2020-01-29 14:06:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the third batch of Starlink version 1.0 satellites, from SLC-40, Cape Canaveral AFS. It is the fourth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on OCISLY.",0,1,5e9e4501f509094ba4566f84,False,2020,1,Wednesday,Falcon 9,Success,False
90,Starlink-4,2020-02-17 15:05:55+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the fourth batch of Starlink version 1.0 satellites, from SLC-40, Cape Canaveral AFS. It is the fifth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on OCISLY.",0,1,5e9e4501f509094ba4566f84,False,2020,2,Monday,Falcon 9,Success,False
91,CRS-20,2020-03-07 04:50:31+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 20th and final Crew Resupply Mission under the original NASA CRS contract, this mission brings essential supplies to the International Space Station using SpaceX's reusable Dragon spacecraft. It is the last scheduled flight of a Dragon 1 capsule. (CRS-21 and up under the new Commercial Resupply Services 2 contract will use Dragon 2.) The external payload for this mission is the Bartolomeo ISS external payload hosting platform. Falcon 9 and Dragon will launch from SLC-40, Cape Canaveral Air Force Station and the booster will land at LZ-1. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,5e9e4501f509094ba4566f84,False,2020,3,Saturday,Falcon 9,Success,False
92,Starlink-5,2020-03-18 12:16:00+00:00,5e9d0d95eda69973a809d1ec,True,"The sixth Starlink launch overall and the fifth operational batch of Starlink satellites will launch into orbit aboard a Falcon 9 rocket. This mission is expected to deploy all sixty satellites into an elliptical orbit about fifteen minutes into flight. In the weeks following launch the satellites are expected to utilize their onboard ion thrusters to raise their orbits to 550 km in three groups of 20, making use of precession rates to separate themselves into three planes. The booster will land on a drone ship approximately 628 km downrange.",0,1,5e9e4502f509094188566f88,False,2020,3,Wednesday,Falcon 9,Success,False
93,Starlink-6,2020-04-22 19:30:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the sixth batch of operational Starlink satellites, which are expected to be version 1.0, from SLC-40, Cape Canaveral AFS. It is the seventh Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on OCISLY.",0,1,5e9e4502f509094188566f88,False,2020,4,Wednesday,Falcon 9,Success,False
94,CCtCap Demo Mission 2,2020-05-30 19:22:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch the second demonstration mission of its Crew Dragon vehicle as part of NASA's Commercial Crew Transportation Capability Program (CCtCap), carrying two NASA astronauts to the International Space Station. Barring unexpected developments, this mission will be the first crewed flight to launch from the United States since the end of the Space Shuttle program in 2011. DM-2 demonstrates the Falcon 9 and Crew Dragon's ability to safely transport crew to the space station and back to Earth and it is the last major milestone for certification of Crew Dragon. Initially the mission duration was planned to be no longer than two weeks, however NASA has been considering an extension to as much as six weeks or three months. The astronauts have been undergoing additional training for the possible longer mission.",2,1,5e9e4502f509094188566f88,False,2020,5,Saturday,Falcon 9,Success,True
95,Starlink-7,2020-06-04 01:25:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the seventh batch of operational Starlink satellites, which are expected to be version 1.0, from SLC-40, Cape Canaveral AFS. It is the eighth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on JRTI on its first mission since arriving at Port Canaveral.",0,1,5e9e4501f509094ba4566f84,False,2020,6,Thursday,Falcon 9,Success,False
96,Starlink-8 & SkySat 16-18,2020-06-13 09:21:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the eighth batch of operational Starlink satellites, which are expected to be version 1.0, from SLC-40, Cape Canaveral AFS. It is the ninth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. This mission is includes rideshare payloads, SkySats 16-18, on top of the Starlink stack. The booster for this mission is expected to land an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2020,6,Saturday,Falcon 9,Success,False
97,GPS III SV03 (Columbus),2020-06-30 19:55:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch GPS Block III Space Vehicle 03 from SLC-40, Cape Canaveral AFS aboard a Falcon 9. GPS III is owned and operated by the US Air Force and produced by Lockheed Martin. This is the third GPS III satellite and the second launched by SpaceX. The satellite will be delivered into a MEO transfer orbit. The booster for this mission is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2020,6,Tuesday,Falcon 9,Success,False
98,ANASIS-II,2020-07-20 21:30:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch ANASIS-II, a South Korean geostationary military communication satellite from LC-39A, Kennedy Space Center. It will be South Korea's first dedicated military communications satellite. Falcon 9 will deliver the satellite to a geostationary transfer orbit. The booster is expected to land downrange on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2020,7,Monday,Falcon 9,Success,False
99,Starlink-9 (v1.0) & BlackSky Global 5-6,2020-08-07 05:12:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the ninth batch of operational Starlink satellites, which are expected to be version 1.0, from LC-39A, Kennedy Space Center. It is the tenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. This mission is includes a rideshare of two BlackSky satellites on top of the Starlink stack. The booster for this mission is expected to land an ASDS.",0,2,5e9e4502f509094188566f88,False,2020,8,Friday,Falcon 9,Success,False
100,Starlink-10 (v1.0) & SkySat 19-21,2020-08-18 14:31:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the tenth batch of operational Starlink satellites, which are expected to be version 1.0, from LC-39A, Kennedy Space Center. It is the eleventh Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. This mission is includes rideshare payloads, SkySats 19-21, on top of the Starlink stack. The booster for this mission is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2020,8,Tuesday,Falcon 9,Success,False
101,"SAOCOM 1B, GNOMES-1, Tyvak-0172",2020-08-30 23:18:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's Falcon 9 will launch the second of the two satellite SAOCOM 1 satellites into a sun-synchronous polar orbit from SLC-40, Cape Canaveral AFS. SAOCOM 1B is a synthetic aperture radar Earth observation satellite to support disaster management. The SAOCOM spacecraft are operated by CONAE, the Argentinian National Space Activities Commission, and are built by INVAP. This mission is also expected to include rideshare payloads Sequoia, and GNOMES-1. This will be the first polar launch from the Space Coast in 60 years. The launch azimuth will be southward and the booster will land at LZ-1.",0,1,5e9e4501f509094ba4566f84,False,2020,8,Sunday,Falcon 9,Success,False
102,Starlink-11 (v1.0),2020-09-03 12:46:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the eleventh batch of operational Starlink satellites, which are expected to be version 1.0, from SLC-40, Cape Canaveral Air Force Station. It is the twelfth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on an ASDS.",0,1,5e9e4502f509094188566f88,False,2020,9,Thursday,Falcon 9,Success,False
103,Starlink-12 (v1.0),2020-10-06 11:29:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the twelfth batch of operational Starlink satellites, which are expected to be version 1.0, from SLC-40, Cape Canaveral Air Force Station. It is the thirteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on an ASDS.",0,1,5e9e4502f509094188566f88,False,2020,10,Tuesday,Falcon 9,Success,False
104,Starlink-13 (v1.0),2020-10-18 12:25:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the thirteenth batch of operational Starlink satellites, which are expected to be version 1.0, from LC-39A, Kennedy Space Center. It is the fourteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on an ASDS.",0,1,5e9e4502f509094188566f88,False,2020,10,Sunday,Falcon 9,Success,False
105,Starlink-14 (v1.0),2020-10-24 15:31:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the fourteenth batch of operational Starlink satellites, which are expected to be version 1.0, from SLC-40, Kennedy Space Center. It is the fifteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on JRTI.",0,1,5e9e4501f509094ba4566f84,False,2020,10,Saturday,Falcon 9,Success,False
106,GPS III SV04 (Sacagawea),2020-11-05 23:24:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch GPS Block III Space Vehicle 04 from SLC-40, Cape Canaveral AFS aboard a Falcon 9. GPS III is owned and operated by the US Air Force and produced by Lockheed Martin. This will be the fourth GPS III satellite launched and the third launched by SpaceX. The satellite will be delivered into a MEO transfer orbit. The booster for this mission will land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2020,11,Thursday,Falcon 9,Success,False
107,Crew-1,2020-11-16 00:27:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch the first operational mission of its Crew Dragon vehicle as part of NASA's Commercial Crew Transportation Capability Program (CCtCap), carrying 3 NASA astronauts and 1 JAXA astronaut to the International Space Station. This mission will be the second crewed flight to launch from the United States since the end of the Space Shuttle program in 2011.",4,1,5e9e4502f509094188566f88,False,2020,11,Monday,Falcon 9,Success,True
108,Sentinel-6 Michael Freilich,2020-11-21 17:17:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch Sentinel-6 Michael Freilich into low Earth orbit for NASA, NOAA, ESA, and the European Organization for the Exploitation of Meteorological Satellites aboard a Falcon 9 from SLC-4E, Vandenberg Air Force Station. Sentinel-6(A) is an ocean observation satellite providing radar ocean surface altimetry data and also atmospheric temperature profiles as a secondary mission. The booster for this mission is will land at LZ-4.",0,1,5e9e4502f509092b78566f87,False,2020,11,Saturday,Falcon 9,Success,False
109,Starlink-15 (v1.0),2020-11-25 02:13:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission will launch the fifteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40, Cape Canaveral Air Force Station. It will be the sixteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2020,11,Wednesday,Falcon 9,Success,False
110,CRS-21,2020-12-06 16:17:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 21st ISS resupply mission on behalf of NASA and the first under the CRS-2 contract, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. The external payload for this mission is the Nanoracks Bishop Airlock. Falcon 9 and Dragon launch from LC-39A, Kennedy Space Center and the booster is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,5e9e4502f509094188566f88,False,2020,12,Sunday,Falcon 9,Success,False
111,SXM-7,2020-12-13 17:30:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch the first of two next generation high power S-band broadcast satellites for SiriusXM. The spacecraft will be delivered into a geostationary transfer orbit and the booster will be recovered downrange. The spacecraft is built by Space Systems Loral (SSL) on the SSL 1300 platform and includes two solar arrays producing 20kW, and an unfurlable antenna dish. SXM-7 will replace XM-3 in geostationary orbit.",0,1,5e9e4501f509094ba4566f84,False,2020,12,Sunday,Falcon 9,Success,False
112,NROL-108,2020-12-19 14:00:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch NROL-108 for the National Reconnaissance Office aboard a Falcon 9 from SLC-40, Cape Canaveral Air Force Station. The booster for this mission is expected to land at LZ-1.",0,1,5e9e4502f509094188566f88,False,2020,12,Saturday,Falcon 9,Success,False
113,Turksat 5A,2021-01-08 02:15:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch the first of two next generation satellites on contract for Türksat. Türksat 5A is a Ku-band broadcast satellite built by Airbus Defense and Space and based on the Electric Orbit Raising version of the Eurostar E3000 platform. This spacecraft will be delivered into a transfer orbit and will then raise itself to its operational 31° East geostationary orbit to serve Turkey, the Middle East, Europe, North Africa and South Africa. The booster for this mission will be recovered downrange via ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,1,Friday,Falcon 9,Success,False
114,Starlink-16 (v1.0),2021-01-20 13:02:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the sixteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40 or LC-39A. It is the seventeenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4502f509094188566f88,False,2021,1,Wednesday,Falcon 9,Success,False
115,Transporter-1,2021-01-24 15:00:00+00:00,5e9d0d95eda69973a809d1ec,True,SpaceX will launch a dedicated rideshare mission from SLC-40 or LC-39A. The spacecraft will be delivered into a sun-synchronous orbit. The booster for this mission is expected to land on an ASDS.,0,1,5e9e4501f509094ba4566f84,False,2021,1,Sunday,Falcon 9,Success,False
116,Starlink-18 (v1.0),2021-02-04 06:19:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the eighteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40. It is the nineteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,2,Thursday,Falcon 9,Success,False
117,Starlink-19 (v1.0),2021-02-16 03:59:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the eighteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40. It is the nineteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,2,Tuesday,Falcon 9,Success,False
118,Starlink-17 (v1.0),2021-03-04 08:24:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the sixteenth batch of operational Starlink satellites, which are version 1.0, from LC-39A. It is the eighteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4502f509094188566f88,False,2021,3,Thursday,Falcon 9,Success,False
119,Starlink-20 (v1.0),2021-03-11 08:13:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 20th batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 21st Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,3,Thursday,Falcon 9,Success,False
120,Starlink-21 (v1.0),2021-03-14 10:01:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 21st batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 22nd Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4502f509094188566f88,False,2021,3,Sunday,Falcon 9,Success,False
121,Starlink-22 (v1.0),2021-03-24 08:28:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 22nd batch of operational Starlink satellites, which are version 1.0, from or SLC-40. It is the 23rd Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,3,Wednesday,Falcon 9,Success,False
122,Starlink-23 (v1.0),2021-04-07 16:34:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 23rd batch of operational Starlink satellites, which are version 1.0, from or SLC-40 or LC-39A. It is the 24th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,4,Wednesday,Falcon 9,Success,False
123,Crew-2,2021-04-23 09:49:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX launches the second operational mission of its Crew Dragon vehicle as part of NASA's Commercial Crew Program, carrying NASA astronauts Shane Kimbrough, Megan McArthur, Thomas Pesquet, and Akihiko Hoshide to the International Space Station. The Falcon 9 and Crew Dragon lift off from LC-39A, Kennedy Space Center. Both the booster and the capsule have flown previously, each a first for a commercial crew flight. The booster for this mission is expected to land on an ASDS. The mission will be complete with the safe return of the astronauts to Earth.",4,1,5e9e4502f509094188566f88,False,2021,4,Friday,Falcon 9,Success,True
124,Starlink-24 (v1.0),2021-04-29 03:44:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 24th batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 25th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,4,Thursday,Falcon 9,Success,False
125,Starlink-25 (v1.0),2021-05-04 19:01:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 25th batch of operational Starlink satellites, which are version 1.0, from LC-39A. It is the 26th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on OCISLY.",0,1,5e9e4502f509094188566f88,False,2021,5,Tuesday,Falcon 9,Success,False
126,Starlink-27 (v1.0),2021-05-09 06:42:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 26th batch of operational Starlink satellites, which are version 1.0, from SLC-40. It is the 27th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,5,Sunday,Falcon 9,Success,False
127,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15 22:54:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 27th batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 28th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,3,5e9e4502f509094188566f88,False,2021,5,Saturday,Falcon 9,Success,False
128,Starlink-28 (v1.0),2021-05-26 18:59:00+00:00,5e9d0d95eda69973a809d1ec,True,"This mission launches the 28th batch of operational Starlink satellites, which were version 1.0, from SLC-40. It was the 29th Starlink launch overall. The satellites plan to be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on ASDS JRTI.",0,1,5e9e4501f509094ba4566f84,False,2021,5,Wednesday,Falcon 9,Success,False
